Número de oraciones principales con sujeto antepuesto: 8182
Número de oraciones principales sin sujeto antepuesto: 9520

Porcentaje de oraciones con sujeto antepuesto: 46.22 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| 71_19991201_b_ssd_forms_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 32_19991101_ssd_forms_annotated.conllu      |                   29 |                21 |                   42    |
| 25185_20000630_ssd_forms_annotated.conllu   |                    7 |                 6 |                   46.15 |
| 5394_20001207_ssd_forms_annotated.conllu    |                    1 |                 5 |                   83.33 |
| t6-3_ssd_forms_annotated.conllu             |                    4 |                 6 |                   60    |
| 9408_20001113_ssd_forms_annotated.conllu    |                    8 |                 5 |                   38.46 |
| 19559_20000923_ssd_forms_annotated.conllu   |                    9 |                 4 |                   30.77 |
| 23_20000201_b_ssd_forms_annotated.conllu    |                    1 |                 1 |                   50    |
| 20121_20000427_ssd_forms_annotated.conllu   |                   10 |                13 |                   56.52 |
| 21954_20000226_ssd_forms_annotated.conllu   |                    9 |                 2 |                   18.18 |
| 11_19990202_ssd_forms_annotated.conllu      |                   19 |                 5 |                   20.83 |
| 68_19990902_ssd_forms_annotated.conllu      |                    2 |                 4 |                   66.67 |
| 17_20020801_ssd_forms_annotated.conllu      |                   13 |                 9 |                   40.91 |
| 47_20000402_ssd_forms_annotated.conllu      |                    2 |                 9 |                   81.82 |
| 24_20011001_ssd_forms_annotated.conllu      |                    0 |                 1 |                  100    |
| 56_20000801_l_ssd_forms_annotated.conllu    |                    2 |                 2 |                   50    |
| r2-1_ssd_forms_annotated.conllu             |                   14 |                 3 |                   17.65 |
| 63_20010501_ssd_forms_annotated.conllu      |                    0 |                 2 |                  100    |
| 6170_20000608_ssd_forms_annotated.conllu    |                   13 |                 2 |                   13.33 |
| 93_20000701_ssd_forms_annotated.conllu      |                    4 |                 2 |                   33.33 |
| 18351_20000724_ssd_forms_annotated.conllu   |                    9 |                 3 |                   25    |
| 1901_20001203_ssd_forms_annotated.conllu    |                    9 |                 3 |                   25    |
| 9690_20000412_ssd_forms_annotated.conllu    |                    4 |                 9 |                   69.23 |
| 6482_20000710_ssd_forms_annotated.conllu    |                   22 |                 7 |                   24.14 |
| t4-11_ssd_forms_annotated.conllu            |                    6 |                 5 |                   45.45 |
| 132_20001202_ssd_forms_annotated.conllu     |                    3 |                 5 |                   62.5  |
| 116_20010601_ssd_forms_annotated.conllu     |                    0 |                 2 |                  100    |
| 15931_20000320_ssd_forms_annotated.conllu   |                    7 |                 3 |                   30    |
| 4900_20000407_ssd_forms_annotated.conllu    |                    9 |                 7 |                   43.75 |
| a1-1_ssd_forms_annotated.conllu             |                    4 |                 6 |                   60    |
| 63_19990201_ssd_forms_annotated.conllu      |                    2 |                 1 |                   33.33 |
| 11456_20000715_ssd_forms_annotated.conllu   |                   14 |                 6 |                   30    |
| 50_19990301_ssd_forms_annotated.conllu      |                   32 |                 7 |                   17.95 |
| 11_20020902_ssd_forms_annotated.conllu      |                   22 |                 5 |                   18.52 |
| 94_19990901_ssd_forms_annotated.conllu      |                   23 |                 3 |                   11.54 |
| 45_20020103_ssd_forms_annotated.conllu      |                    4 |                10 |                   71.43 |
| 157_20011202_ssd_forms_annotated.conllu     |                    3 |                 3 |                   50    |
| dc3-2_ssd_forms_annotated.conllu            |                    3 |                 7 |                   70    |
| 107_20000701_ssd_forms_annotated.conllu     |                   17 |                16 |                   48.48 |
| 18964_20000923_ssd_forms_annotated.conllu   |                    7 |                 7 |                   50    |
| 5021_20000206_ssd_forms_annotated.conllu    |                   16 |                 7 |                   30.43 |
| 120_20020301_ssd_forms_annotated.conllu     |                    0 |                 2 |                  100    |
| 46_19981102_ssd_forms_annotated.conllu      |                    3 |                11 |                   78.57 |
| 168_20011002_ssd_forms_annotated.conllu     |                    4 |                 5 |                   55.56 |
| 38_19990902_g_ssd_forms_annotated.conllu    |                    2 |                 1 |                   33.33 |
| a12-1_ssd_forms_annotated.conllu            |                   11 |                 4 |                   26.67 |
| d1-9_ssd_forms_annotated.conllu             |                    8 |                 2 |                   20    |
| c5-1_ssd_forms_annotated.conllu             |                   13 |                 0 |                    0    |
| 17_20000602_a_ssd_forms_annotated.conllu    |                    2 |                 4 |                   66.67 |
| 23_20020102_ssd_forms_annotated.conllu      |                    1 |                 2 |                   66.67 |
| t5-4_ssd_forms_annotated.conllu             |                    9 |                 3 |                   25    |
| 84_20000601_ssd_forms_annotated.conllu      |                   15 |                 2 |                   11.76 |
| 69_20010201_k_ssd_forms_annotated.conllu    |                    0 |                 2 |                  100    |
| 178_20010201_ssd_forms_annotated.conllu     |                    1 |                 1 |                   50    |
| 113_19990501_b_ssd_forms_annotated.conllu   |                    2 |                 2 |                   50    |
| 23719_20000629_ssd_forms_annotated.conllu   |                    4 |                 2 |                   33.33 |
| 25330_20000331_ssd_forms_annotated.conllu   |                    5 |                 9 |                   64.29 |
| 69_20010201_g_ssd_forms_annotated.conllu    |                    1 |                 6 |                   85.71 |
| t5-8_ssd_forms_annotated.conllu             |                   12 |                 0 |                    0    |
| 204_C-1_ssd_forms_annotated.conllu          |                    8 |                 9 |                   52.94 |
| d1-5_ssd_forms_annotated.conllu             |                    8 |                 2 |                   20    |
| 4412_20001107_ssd_forms_annotated.conllu    |                    4 |                 5 |                   55.56 |
| 5005_20001107_ssd_forms_annotated.conllu    |                    2 |                 8 |                   80    |
| 48_19990802_ssd_forms_annotated.conllu      |                    8 |                 3 |                   27.27 |
| 15780_20000620_ssd_forms_annotated.conllu   |                    5 |                10 |                   66.67 |
| 19731_20000127_ssd_forms_annotated.conllu   |                    8 |                 9 |                   52.94 |
| dc10-9_ssd_forms_annotated.conllu           |                    7 |                 4 |                   36.36 |
| 6438_20000608_ssd_forms_annotated.conllu    |                   11 |                 3 |                   21.43 |
| 107_20010802_ssd_forms_annotated.conllu     |                    0 |                 1 |                  100    |
| 80_20000701_ssd_forms_annotated.conllu      |                   10 |                15 |                   60    |
| 19561_20000830_ssd_forms_annotated.conllu   |                    5 |                 2 |                   28.57 |
| 30_20020801_e_ssd_forms_annotated.conllu    |                    2 |                 1 |                   33.33 |
| 166_20001202_ssd_forms_annotated.conllu     |                    7 |                 6 |                   46.15 |
| 20_20000201_b_ssd_forms_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 108_19990501_ssd_forms_annotated.conllu     |                    4 |                 7 |                   63.64 |
| 48_20020302_ssd_forms_annotated.conllu      |                    5 |                10 |                   66.67 |
| e1-3_ssd_forms_annotated.conllu             |                   11 |                 2 |                   15.38 |
| 15287_20001120_ssd_forms_annotated.conllu   |                    1 |                 6 |                   85.71 |
| d2-10_ssd_forms_annotated.conllu            |                    5 |                 6 |                   54.55 |
| 19111_20000923_ssd_forms_annotated.conllu   |                    7 |                 2 |                   22.22 |
| 144_20020502_ssd_forms_annotated.conllu     |                    0 |                 3 |                  100    |
| 8842_20000210_ssd_forms_annotated.conllu    |                    3 |                 1 |                   25    |
| 93_20010602_ssd_forms_annotated.conllu      |                    5 |                 6 |                   54.55 |
| 10920_20001115_ssd_forms_annotated.conllu   |                    3 |                 6 |                   66.67 |
| 6635_20000409_ssd_forms_annotated.conllu    |                    8 |                 7 |                   46.67 |
| 17928_20000622_ssd_forms_annotated.conllu   |                    4 |                 1 |                   20    |
| 87_19990701_ssd_forms_annotated.conllu      |                    0 |                 3 |                  100    |
| dc10-5_ssd_forms_annotated.conllu           |                    5 |                 5 |                   50    |
| 16_20001002_c_ssd_forms_annotated.conllu    |                    2 |                 1 |                   33.33 |
| 79_19990302_ssd_forms_annotated.conllu      |                    3 |                23 |                   88.46 |
| 74_19990902_ssd_forms_annotated.conllu      |                    0 |                 1 |                  100    |
| 73_20000201_e_ssd_forms_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 108_20000601_d_ssd_forms_annotated.conllu   |                    2 |                 2 |                   50    |
| t4-1_ssd_forms_annotated.conllu             |                    9 |                 3 |                   25    |
| 24_19981201_ssd_forms_annotated.conllu      |                   16 |                 8 |                   33.33 |
| 5192_20000207_ssd_forms_annotated.conllu    |                    6 |                 4 |                   40    |
| 91_19991002_ssd_forms_annotated.conllu      |                    4 |                 2 |                   33.33 |
| 124_20010402_ssd_forms_annotated.conllu     |                    0 |                 2 |                  100    |
| 21_20011202_ssd_forms_annotated.conllu      |                    7 |                 1 |                   12.5  |
| 81_20010501_ssd_forms_annotated.conllu      |                    0 |                 4 |                  100    |
| c1-2_ssd_forms_annotated.conllu             |                    6 |                 5 |                   45.45 |
| 9155_20000712_ssd_forms_annotated.conllu    |                    5 |                 6 |                   54.55 |
| 1592_20001203_ssd_forms_annotated.conllu    |                   12 |                 5 |                   29.41 |
| 66_20011202_ssd_forms_annotated.conllu      |                    6 |                11 |                   64.71 |
| r2-10_ssd_forms_annotated.conllu            |                    7 |                 4 |                   36.36 |
| 107_19991001_ssd_forms_annotated.conllu     |                    2 |                 5 |                   71.43 |
| n1-1_ssd_forms_annotated.conllu             |                   10 |                10 |                   50    |
| 15026_20001019_ssd_forms_annotated.conllu   |                    9 |                 5 |                   35.71 |
| 130_20010201_ssd_forms_annotated.conllu     |                    5 |                 3 |                   37.5  |
| 39_20000302_ssd_forms_annotated.conllu      |                    5 |                 4 |                   44.44 |
| 117_19990202_ssd_forms_annotated.conllu     |                   13 |                15 |                   53.57 |
| 12_20020402_ssd_forms_annotated.conllu      |                    5 |                 1 |                   16.67 |
| 73_20000201_i_ssd_forms_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 57_20000601_d_ssd_forms_annotated.conllu    |                    0 |                 2 |                  100    |
| 82_19981101_ssd_forms_annotated.conllu      |                    1 |                10 |                   90.91 |
| 57_20010801_ssd_forms_annotated.conllu      |                    6 |                 3 |                   33.33 |
| 24886_20000330_ssd_forms_annotated.conllu   |                    4 |                 4 |                   50    |
| 41_20000903_ssd_forms_annotated.conllu      |                    4 |                 8 |                   66.67 |
| 10872_20001214_ssd_forms_annotated.conllu   |                    3 |                 6 |                   66.67 |
| dc1-0_ssd_forms_annotated.conllu            |                    4 |                 6 |                   60    |
| 6_20010501_ssd_forms_annotated.conllu       |                    5 |                 1 |                   16.67 |
| 72_19990601_ssd_forms_annotated.conllu      |                    7 |                 7 |                   50    |
| 88_19990701_ssd_forms_annotated.conllu      |                    1 |                 2 |                   66.67 |
| 7_19981102_ssd_forms_annotated.conllu       |                    3 |                 2 |                   40    |
| 43_19990902_ssd_forms_annotated.conllu      |                    3 |                 6 |                   66.67 |
| 10_20010601_ssd_forms_annotated.conllu      |                   11 |                 2 |                   15.38 |
| 149_20020501_ssd_forms_annotated.conllu     |                    3 |                 3 |                   50    |
| dc1-11_ssd_forms_annotated.conllu           |                    4 |                 6 |                   60    |
| 44_20000902_ssd_forms_annotated.conllu      |                    8 |                 4 |                   33.33 |
| 7301_20000609_ssd_forms_annotated.conllu    |                    1 |                 3 |                   75    |
| 32_20000801_ssd_forms_annotated.conllu      |                    3 |                 7 |                   70    |
| 16182_20000220_ssd_forms_annotated.conllu   |                    5 |                15 |                   75    |
| 115_20011001_ssd_forms_annotated.conllu     |                    1 |                 1 |                   50    |
| 9294_20000512_ssd_forms_annotated.conllu    |                    6 |                 4 |                   40    |
| 9_19990602_ssd_forms_annotated.conllu       |                    1 |                 3 |                   75    |
| 107_20010201_ssd_forms_annotated.conllu     |                    0 |                 2 |                  100    |
| 109_19981201_ssd_forms_annotated.conllu     |                    5 |                 7 |                   58.33 |
| 130_19991001_ssd_forms_annotated.conllu     |                   23 |                18 |                   43.9  |
| 53_20011201_ssd_forms_annotated.conllu      |                    2 |                 2 |                   50    |
| 136_20010302_ssd_forms_annotated.conllu     |                    4 |                 4 |                   50    |
| 136_20010102_b_ssd_forms_annotated.conllu   |                    8 |                 5 |                   38.46 |
| 101_19991102_ssd_forms_annotated.conllu     |                    1 |                 1 |                   50    |
| 16182_20001121_ssd_forms_annotated.conllu   |                   11 |                 1 |                    8.33 |
| 20019_20000427_ssd_forms_annotated.conllu   |                    8 |                 6 |                   42.86 |
| 17_20020202_ssd_forms_annotated.conllu      |                   10 |                 9 |                   47.37 |
| 4464_20001206_ssd_forms_annotated.conllu    |                    1 |                 4 |                   80    |
| 48_20000402_ssd_forms_annotated.conllu      |                   11 |                 6 |                   35.29 |
| 17037_20000423_ssd_forms_annotated.conllu   |                   17 |                 3 |                   15    |
| 39_20010201_ssd_forms_annotated.conllu      |                    1 |                 1 |                   50    |
| 9_20010601_a_ssd_forms_annotated.conllu     |                   14 |                 5 |                   26.32 |
| a22-4_ssd_forms_annotated.conllu            |                   10 |                 2 |                   16.67 |
| a15-5_ssd_forms_annotated.conllu            |                    5 |                 7 |                   58.33 |
| 17992_20001022_ssd_forms_annotated.conllu   |                    4 |                 3 |                   42.86 |
| c2-5_ssd_forms_annotated.conllu             |                   11 |                 0 |                    0    |
| 34_20010801_ssd_forms_annotated.conllu      |                    7 |                 8 |                   53.33 |
| 155_20010302_ssd_forms_annotated.conllu     |                    9 |                 6 |                   40    |
| 3_19991101_ssd_forms_annotated.conllu       |                    8 |                 2 |                   20    |
| 25_20000701_ssd_forms_annotated.conllu      |                    5 |                 2 |                   28.57 |
| 193_20010701_ssd_forms_annotated.conllu     |                   19 |                22 |                   53.66 |
| 16577_20000320_ssd_forms_annotated.conllu   |                    9 |                 8 |                   47.06 |
| 6594_20000308_ssd_forms_annotated.conllu    |                    2 |                 4 |                   66.67 |
| 6434_20000710_ssd_forms_annotated.conllu    |                    2 |                 3 |                   60    |
| 30_20020501_ssd_forms_annotated.conllu      |                    0 |                 2 |                  100    |
| 112_20020102_ssd_forms_annotated.conllu     |                    8 |                 5 |                   38.46 |
| 16_19990501_a_ssd_forms_annotated.conllu    |                   18 |                12 |                   40    |
| 46_20010802_ssd_forms_annotated.conllu      |                   12 |                 9 |                   42.86 |
| 14291_20000518_ssd_forms_annotated.conllu   |                    3 |                 6 |                   66.67 |
| 131_20010501_ssd_forms_annotated.conllu     |                   21 |                 0 |                    0    |
| 52_19990901_ssd_forms_annotated.conllu      |                    5 |                 1 |                   16.67 |
| 7600_20001010_ssd_forms_annotated.conllu    |                    3 |                 1 |                   25    |
| e3-1_ssd_forms_annotated.conllu             |                    5 |                 7 |                   58.33 |
| 30_20010701_ssd_forms_annotated.conllu      |                    4 |                 2 |                   33.33 |
| 93_20000302_ssd_forms_annotated.conllu      |                   14 |                13 |                   48.15 |
| 20_19991202_ssd_forms_annotated.conllu      |                   14 |                15 |                   51.72 |
| 91_20000301_ssd_forms_annotated.conllu      |                    2 |                10 |                   83.33 |
| 2000060211_6-1_ssd_forms_annotated.conllu   |                    1 |                 6 |                   85.71 |
| 49_19990501_ssd_forms_annotated.conllu      |                    6 |                12 |                   66.67 |
| 19004_20000725_ssd_forms_annotated.conllu   |                    1 |                 1 |                   50    |
| 151_20010202_ssd_forms_annotated.conllu     |                    4 |                 4 |                   50    |
| 57_20000702_ssd_forms_annotated.conllu      |                    1 |                 6 |                   85.71 |
| 66_20000601_ssd_forms_annotated.conllu      |                    2 |                 5 |                   71.43 |
| 22459_20000927_ssd_forms_annotated.conllu   |                   17 |                 3 |                   15    |
| dc2-7_ssd_forms_annotated.conllu            |                   11 |                 3 |                   21.43 |
| 7637_20000510_ssd_forms_annotated.conllu    |                    9 |                 8 |                   47.06 |
| 121_19991202_a_ssd_forms_annotated.conllu   |                   17 |                 8 |                   32    |
| d1-15_ssd_forms_annotated.conllu            |                   16 |                 1 |                    5.88 |
| 13809_20001018_ssd_forms_annotated.conllu   |                   14 |                13 |                   48.15 |
| 186_20010502_ssd_forms_annotated.conllu     |                    0 |                 2 |                  100    |
| 14635_20000121_ssd_forms_annotated.conllu   |                   11 |                 7 |                   38.89 |
| 2000060204_5-1_ssd_forms_annotated.conllu   |                    1 |                 4 |                   80    |
| 77_20000502_ssd_forms_annotated.conllu      |                    2 |                 1 |                   33.33 |
| 6736_20000208_ssd_forms_annotated.conllu    |                    2 |                 8 |                   80    |
| 17482_20000621_ssd_forms_annotated.conllu   |                    0 |                 2 |                  100    |
| 102_20000802_ssd_forms_annotated.conllu     |                    1 |                 1 |                   50    |
| 26_20000302_ssd_forms_annotated.conllu      |                    2 |                 9 |                   81.82 |
| 104_20001201_ssd_forms_annotated.conllu     |                    4 |                 7 |                   63.64 |
| d1-12_ssd_forms_annotated.conllu            |                   15 |                 6 |                   28.57 |
| dc2-0_ssd_forms_annotated.conllu            |                    8 |                 4 |                   33.33 |
| 16545_20000620_ssd_forms_annotated.conllu   |                    7 |                 2 |                   22.22 |
| 40_20001002_ssd_forms_annotated.conllu      |                    3 |                 1 |                   25    |
| 5_19981201_ssd_forms_annotated.conllu       |                    1 |                 1 |                   50    |
| 118_19991001_ssd_forms_annotated.conllu     |                   14 |                 9 |                   39.13 |
| 3121_20000605_ssd_forms_annotated.conllu    |                    6 |                 3 |                   33.33 |
| 98_19990302_ssd_forms_annotated.conllu      |                    1 |                 8 |                   88.89 |
| 19_19990901_ssd_forms_annotated.conllu      |                    2 |                 3 |                   60    |
| 17116_20000722_ssd_forms_annotated.conllu   |                    7 |                 8 |                   53.33 |
| 132_20010102_ssd_forms_annotated.conllu     |                    4 |                 5 |                   55.56 |
| 13146_20000216_ssd_forms_annotated.conllu   |                    1 |                12 |                   92.31 |
| a15-2_ssd_forms_annotated.conllu            |                    9 |                 7 |                   43.75 |
| a22-3_ssd_forms_annotated.conllu            |                   12 |                 0 |                    0    |
| 10295_20000613_ssd_forms_annotated.conllu   |                    6 |                 6 |                   50    |
| c2-2_ssd_forms_annotated.conllu             |                   14 |                 5 |                   26.32 |
| 16_20020601_c_ssd_forms_annotated.conllu    |                    1 |                 5 |                   83.33 |
| 23_20020601_ssd_forms_annotated.conllu      |                   14 |                11 |                   44    |
| 43_19991102_ssd_forms_annotated.conllu      |                    9 |                 7 |                   43.75 |
| 128_20001001_ssd_forms_annotated.conllu     |                    0 |                 3 |                  100    |
| 14234_20000217_ssd_forms_annotated.conllu   |                    4 |                 7 |                   63.64 |
| 28_19990602_ssd_forms_annotated.conllu      |                    6 |                 1 |                   14.29 |
| 81_20010801_ssd_forms_annotated.conllu      |                    1 |                 1 |                   50    |
| 24537_20001030_ssd_forms_annotated.conllu   |                   11 |                 1 |                    8.33 |
| 24155_20000629_ssd_forms_annotated.conllu   |                   10 |                 7 |                   41.18 |
| 16468_20000521_ssd_forms_annotated.conllu   |                    6 |                 7 |                   53.85 |
| 146_19990702_ssd_forms_annotated.conllu     |                    2 |                 1 |                   33.33 |
| 115_20010801_ssd_forms_annotated.conllu     |                    0 |                 2 |                  100    |
| 68_20000602_ssd_forms_annotated.conllu      |                    2 |                 3 |                   60    |
| 67_20000201_ssd_forms_annotated.conllu      |                    2 |                 9 |                   81.82 |
| 20305_20001025_ssd_forms_annotated.conllu   |                    9 |                12 |                   57.14 |
| 31_19990401_ssd_forms_annotated.conllu      |                    4 |                 9 |                   69.23 |
| 2698_20000203_ssd_forms_annotated.conllu    |                    3 |                10 |                   76.92 |
| 101_19990902_ssd_forms_annotated.conllu     |                    1 |                 3 |                   75    |
| 85_20020501_ssd_forms_annotated.conllu      |                   21 |                 9 |                   30    |
| 28_20010102_ssd_forms_annotated.conllu      |                    9 |                 8 |                   47.06 |
| 11_20000302_ssd_forms_annotated.conllu      |                    9 |                 6 |                   40    |
| 174_20001201_ssd_forms_annotated.conllu     |                    5 |                 5 |                   50    |
| dc1-16_ssd_forms_annotated.conllu           |                    5 |                 5 |                   50    |
| 69_20000102_ssd_forms_annotated.conllu      |                    5 |                21 |                   80.77 |
| 3682_20000706_ssd_forms_annotated.conllu    |                    5 |                 5 |                   50    |
| dc1-7_ssd_forms_annotated.conllu            |                    2 |                 8 |                   80    |
| 21_20000501_ssd_forms_annotated.conllu      |                   25 |                19 |                   43.18 |
| 135_20020501_ssd_forms_annotated.conllu     |                   15 |                 8 |                   34.78 |
| 12812_20001116_ssd_forms_annotated.conllu   |                    7 |                 4 |                   36.36 |
| 1538_20001103_ssd_forms_annotated.conllu    |                    4 |                 9 |                   69.23 |
| 71_20011002_ssd_forms_annotated.conllu      |                   13 |                 8 |                   38.1  |
| 15871_20001121_ssd_forms_annotated.conllu   |                    5 |                 9 |                   64.29 |
| 42_20020802_ssd_forms_annotated.conllu      |                    7 |                 4 |                   36.36 |
| 23978_20000629_ssd_forms_annotated.conllu   |                    5 |                 9 |                   64.29 |
| 14827_20000719_ssd_forms_annotated.conllu   |                    8 |                12 |                   60    |
| 4020_20000906_ssd_forms_annotated.conllu    |                    5 |                10 |                   66.67 |
| 41_20000202_ssd_forms_annotated.conllu      |                    6 |                 2 |                   25    |
| 10568_20001013_ssd_forms_annotated.conllu   |                    5 |                 6 |                   54.55 |
| 199_20001201_ssd_forms_annotated.conllu     |                    7 |                 9 |                   56.25 |
| 68_20011201_ssd_forms_annotated.conllu      |                    0 |                 2 |                  100    |
| 3_20000903_ssd_forms_annotated.conllu       |                    3 |                 3 |                   50    |
| 125_19990702_ssd_forms_annotated.conllu     |                    4 |                 3 |                   42.86 |
| 30_20010401_ssd_forms_annotated.conllu      |                    3 |                 2 |                   40    |
| 53_20001002_ssd_forms_annotated.conllu      |                    5 |                 0 |                    0    |
| 131_20010801_ssd_forms_annotated.conllu     |                    2 |                 1 |                   33.33 |
| 21460_20000526_ssd_forms_annotated.conllu   |                    4 |                 4 |                   50    |
| 21333_20000326_g_ssd_forms_annotated.conllu |                    2 |                 3 |                   60    |
| 27_20000402_ssd_forms_annotated.conllu      |                    0 |                 2 |                  100    |
| 44_20011001_ssd_forms_annotated.conllu      |                   11 |                 5 |                   31.25 |
| 109_19990502_ssd_forms_annotated.conllu     |                    0 |                 2 |                  100    |
| t4-6_ssd_forms_annotated.conllu             |                    5 |                 5 |                   50    |
| 12967_20000417_ssd_forms_annotated.conllu   |                    5 |                 3 |                   37.5  |
| 17472_20001022_ssd_forms_annotated.conllu   |                   12 |                16 |                   57.14 |
| 4287_20000306_ssd_forms_annotated.conllu    |                    9 |                 5 |                   35.71 |
| 19_20000102_ssd_forms_annotated.conllu      |                    9 |                 1 |                   10    |
| 20_20010302_ssd_forms_annotated.conllu      |                    2 |                 2 |                   50    |
| 23019_20000328_ssd_forms_annotated.conllu   |                    1 |                 2 |                   66.67 |
| 86_19990702_ssd_forms_annotated.conllu      |                    2 |                 5 |                   71.43 |
| 108_20000601_c_ssd_forms_annotated.conllu   |                    3 |                 1 |                   25    |
| 8_20010502_ssd_forms_annotated.conllu       |                    0 |                 2 |                  100    |
| 73_20000201_b_ssd_forms_annotated.conllu    |                    0 |                 2 |                  100    |
| 61_19991001_ssd_forms_annotated.conllu      |                   12 |                 9 |                   42.86 |
| 24674_20001130_ssd_forms_annotated.conllu   |                    3 |                 2 |                   40    |
| 8551_20000114_ssd_forms_annotated.conllu    |                    4 |                 6 |                   60    |
| 123_19990601_ssd_forms_annotated.conllu     |                    9 |                 3 |                   25    |
| 57_20000601_c_ssd_forms_annotated.conllu    |                    0 |                 3 |                  100    |
| 104_20010802_ssd_forms_annotated.conllu     |                    3 |                 3 |                   50    |
| t1-0_ssd_forms_annotated.conllu             |                    5 |                 5 |                   50    |
| 1_20020202_ssd_forms_annotated.conllu       |                    7 |                20 |                   74.07 |
| 125_20020202_ssd_forms_annotated.conllu     |                    7 |                 2 |                   22.22 |
| c1-5_ssd_forms_annotated.conllu             |                   13 |                 3 |                   18.75 |
| 65_19990401_ssd_forms_annotated.conllu      |                    1 |                 2 |                   66.67 |
| 29_20020402_ssd_forms_annotated.conllu      |                    1 |                 1 |                   50    |
| 18_19990602_g_ssd_forms_annotated.conllu    |                    3 |                 0 |                    0    |
| n1-6_ssd_forms_annotated.conllu             |                   15 |                 2 |                   11.76 |
| 101_19990103_ssd_forms_annotated.conllu     |                    5 |                 7 |                   58.33 |
| 45_20000302_ssd_forms_annotated.conllu      |                    0 |                 6 |                  100    |
| 30_20020801_b_ssd_forms_annotated.conllu    |                    3 |                 1 |                   25    |
| 41_20000601_ssd_forms_annotated.conllu      |                    8 |                 2 |                   20    |
| 11_20020402_ssd_forms_annotated.conllu      |                    3 |                 5 |                   62.5  |
| 164_20011002_ssd_forms_annotated.conllu     |                    1 |                 2 |                   66.67 |
| 11981_20001215_ssd_forms_annotated.conllu   |                    2 |                 3 |                   60    |
| 87_20000202_ssd_forms_annotated.conllu      |                    2 |                 2 |                   50    |
| 56_20020402_ssd_forms_annotated.conllu      |                    0 |                 5 |                  100    |
| 112_20011101_ssd_forms_annotated.conllu     |                    1 |                 1 |                   50    |
| 4683_20001107_ssd_forms_annotated.conllu    |                   14 |                 7 |                   33.33 |
| 19811_20000427_ssd_forms_annotated.conllu   |                    5 |                 2 |                   28.57 |
| 37_20000902_ssd_forms_annotated.conllu      |                    4 |                 4 |                   50    |
| 2137_20000704_ssd_forms_annotated.conllu    |                    8 |                 5 |                   38.46 |
| 75_19990901_ssd_forms_annotated.conllu      |                   12 |                11 |                   47.83 |
| 64_19990103_ssd_forms_annotated.conllu      |                    1 |                 3 |                   75    |
| 45_20001201_ssd_forms_annotated.conllu      |                    3 |                 6 |                   66.67 |
| dc10-2_ssd_forms_annotated.conllu           |                    8 |                 4 |                   33.33 |
| 2519_20000203_ssd_forms_annotated.conllu    |                    4 |                 3 |                   42.86 |
| 17516_20000722_ssd_forms_annotated.conllu   |                    0 |                 1 |                  100    |
| e1-4_ssd_forms_annotated.conllu             |                   13 |                 3 |                   18.75 |
| 59_19991001_ssd_forms_annotated.conllu      |                   12 |                 5 |                   29.41 |
| 108_20000301_a_ssd_forms_annotated.conllu   |                   11 |                11 |                   50    |
| 22653_20000227_ssd_forms_annotated.conllu   |                    8 |                 2 |                   20    |
| d2-17_ssd_forms_annotated.conllu            |                    4 |                 6 |                   60    |
| 81_20000301_ssd_forms_annotated.conllu      |                    1 |                 3 |                   75    |
| 50_20020501_ssd_forms_annotated.conllu      |                    2 |                 1 |                   33.33 |
| 14943_20001019_ssd_forms_annotated.conllu   |                   10 |                 3 |                   23.08 |
| 17231_20001122_ssd_forms_annotated.conllu   |                    5 |                 5 |                   50    |
| t5-3_ssd_forms_annotated.conllu             |                   10 |                 3 |                   23.08 |
| 16807_20000522_ssd_forms_annotated.conllu   |                    3 |                 2 |                   40    |
| 69_20010201_l_ssd_forms_annotated.conllu    |                    0 |                 2 |                  100    |
| 123_19990202_ssd_forms_annotated.conllu     |                   15 |                16 |                   51.61 |
| 21391_20000129_ssd_forms_annotated.conllu   |                    4 |                 7 |                   63.64 |
| 34_20010102_ssd_forms_annotated.conllu      |                    1 |                 1 |                   50    |
| 99_20011201_ssd_forms_annotated.conllu      |                    1 |                 1 |                   50    |
| 106_20010202_ssd_forms_annotated.conllu     |                    0 |                 2 |                  100    |
| 10_20010402_a_ssd_forms_annotated.conllu    |                   10 |                 5 |                   33.33 |
| 14423_20000317_ssd_forms_annotated.conllu   |                    1 |                 5 |                   83.33 |
| 4018_20000706_ssd_forms_annotated.conllu    |                    2 |                 7 |                   77.78 |
| d1-2_ssd_forms_annotated.conllu             |                   11 |                 7 |                   38.89 |
| a19-0_ssd_forms_annotated.conllu            |                    3 |                 1 |                   25    |
| 76_20010103_ssd_forms_annotated.conllu      |                    1 |                 6 |                   85.71 |
| 17142_20000321_ssd_forms_annotated.conllu   |                    3 |                 8 |                   72.73 |
| 17235_20000522_ssd_forms_annotated.conllu   |                    7 |                11 |                   61.11 |
| 113_19990501_e_ssd_forms_annotated.conllu   |                    2 |                 2 |                   50    |
| 39_19990202_ssd_forms_annotated.conllu      |                    3 |                 0 |                    0    |
| a20-1_ssd_forms_annotated.conllu            |                    6 |                 1 |                   14.29 |
