Número de oraciones principales con sujeto antepuesto: 8748
Número de oraciones principales sin sujeto antepuesto: 8616

Porcentaje de oraciones con sujeto antepuesto: 50.38 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| 2735_20000504_ssd_annotated.conllu    |                    5 |                 3 |                   37.5  |
| 176_20001201_ssd_annotated.conllu     |                    7 |                10 |                   58.82 |
| r2-4_ssd_annotated.conllu             |                    4 |                12 |                   75    |
| 40_20001002_ssd_annotated.conllu      |                    3 |                 1 |                   25    |
| 63_20010501_ssd_annotated.conllu      |                    0 |                 2 |                  100    |
| n1-8_ssd_annotated.conllu             |                   10 |                 6 |                   37.5  |
| 21_20000701_ssd_annotated.conllu      |                    6 |                 7 |                   53.85 |
| 26_20010501_ssd_annotated.conllu      |                    0 |                 2 |                  100    |
| 6438_20000608_ssd_annotated.conllu    |                    9 |                 5 |                   35.71 |
| 56_20000801_j_ssd_annotated.conllu    |                    0 |                 4 |                  100    |
| 3784_20000806_ssd_annotated.conllu    |                    9 |                 6 |                   40    |
| 14943_20001019_ssd_annotated.conllu   |                    8 |                 3 |                   27.27 |
| 4738_20001107_ssd_annotated.conllu    |                    5 |                 3 |                   37.5  |
| 21333_20000326_a_ssd_annotated.conllu |                    2 |                 3 |                   60    |
| dc10-8_ssd_annotated.conllu           |                    4 |                10 |                   71.43 |
| 17_20000202_ssd_annotated.conllu      |                    5 |                 2 |                   28.57 |
| 10591_20001013_ssd_annotated.conllu   |                    6 |                 9 |                   60    |
| 13738_20000217_ssd_annotated.conllu   |                   13 |                15 |                   53.57 |
| 14332_20000618_ssd_annotated.conllu   |                   11 |                11 |                   50    |
| t4-12_ssd_annotated.conllu            |                    7 |                 3 |                   30    |
| 24155_20000629_ssd_annotated.conllu   |                    9 |                 8 |                   47.06 |
| 17235_20000522_ssd_annotated.conllu   |                    7 |                11 |                   61.11 |
| 11456_20000715_ssd_annotated.conllu   |                    9 |                 5 |                   35.71 |
| 140_20011102_ssd_annotated.conllu     |                   12 |                 5 |                   29.41 |
| 93_20010602_ssd_annotated.conllu      |                    2 |                 9 |                   81.82 |
| t5-2_ssd_annotated.conllu             |                   10 |                 2 |                   16.67 |
| 8439_20001011_ssd_annotated.conllu    |                    2 |                 6 |                   75    |
| 126_20000401_ssd_annotated.conllu     |                   30 |                13 |                   30.23 |
| e2-2_ssd_annotated.conllu             |                    3 |                 9 |                   75    |
| 8417_20000310_ssd_annotated.conllu    |                    0 |                 5 |                  100    |
| 9405_20000115_ssd_annotated.conllu    |                    5 |                 5 |                   50    |
| 23424_20000228_ssd_annotated.conllu   |                    5 |                 2 |                   28.57 |
| 57_20000601_e_ssd_annotated.conllu    |                    0 |                 3 |                  100    |
| 13810_20000617_ssd_annotated.conllu   |                    3 |                 5 |                   62.5  |
| 15287_20001120_ssd_annotated.conllu   |                    4 |                 3 |                   42.86 |
| 12803_20000416_ssd_annotated.conllu   |                   14 |                15 |                   51.72 |
| c5-1_ssd_annotated.conllu             |                   13 |                 0 |                    0    |
| 2_20020302_ssd_annotated.conllu       |                    0 |                 4 |                  100    |
| 24_20010702_ssd_annotated.conllu      |                    1 |                 3 |                   75    |
| r2-1_ssd_annotated.conllu             |                   12 |                 4 |                   25    |
| 57_20010801_ssd_annotated.conllu      |                    6 |                 3 |                   33.33 |
| 24478_20000330_ssd_annotated.conllu   |                    1 |                 5 |                   83.33 |
| 13_19991201_ssd_annotated.conllu      |                    3 |                 3 |                   50    |
| 135_20020501_ssd_annotated.conllu     |                   10 |                 9 |                   47.37 |
| 34_20010502_ssd_annotated.conllu      |                    4 |                 5 |                   55.56 |
| 13_20020502_ssd_annotated.conllu      |                    5 |                 1 |                   16.67 |
| 66_20010302_ssd_annotated.conllu      |                    0 |                 3 |                  100    |
| 30_19990102_ssd_annotated.conllu      |                    2 |                 6 |                   75    |
| 34_20000302_ssd_annotated.conllu      |                    4 |                10 |                   71.43 |
| 2000060204_5-1_ssd_annotated.conllu   |                    2 |                 3 |                   60    |
| 14699_20001018_ssd_annotated.conllu   |                    4 |                 2 |                   33.33 |
| 29_19990502_ssd_annotated.conllu      |                    0 |                 5 |                  100    |
| 69_20010201_d_ssd_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 24933_20000929_ssd_annotated.conllu   |                    4 |                12 |                   75    |
| 55_20000903_ssd_annotated.conllu      |                   10 |                 6 |                   37.5  |
| a14-0_ssd_annotated.conllu            |                    9 |                 2 |                   18.18 |
| t5-7_ssd_annotated.conllu             |                   11 |                 1 |                    8.33 |
| 52_19990901_ssd_annotated.conllu      |                    4 |                 2 |                   33.33 |
| 9155_20000712_ssd_annotated.conllu    |                    1 |                 9 |                   90    |
| 17638_20000322_ssd_annotated.conllu   |                    3 |                 5 |                   62.5  |
| 13169_20001017_ssd_annotated.conllu   |                    4 |                 6 |                   60    |
| 135_19991201_b_ssd_annotated.conllu   |                    0 |                 4 |                  100    |
| 2000060211_6-3_ssd_annotated.conllu   |                    4 |                 3 |                   42.86 |
| 86_20000401_ssd_annotated.conllu      |                   10 |                 4 |                   28.57 |
| 49_19990601_b_ssd_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 6736_20000208_ssd_annotated.conllu    |                    3 |                 7 |                   70    |
| 6635_20000409_ssd_annotated.conllu    |                    8 |                 7 |                   46.67 |
| a20-1_ssd_annotated.conllu            |                    5 |                 2 |                   28.57 |
| 79_20010602_ssd_annotated.conllu      |                    1 |                 4 |                   80    |
| 2061_20000803_ssd_annotated.conllu    |                    2 |                 2 |                   50    |
| 3_19991101_ssd_annotated.conllu       |                    6 |                 4 |                   40    |
| 73_20000201_j_ssd_annotated.conllu    |                    1 |                 3 |                   75    |
| 79_20020401_ssd_annotated.conllu      |                   46 |                13 |                   22.03 |
| 19378_20001024_ssd_annotated.conllu   |                    3 |                 4 |                   57.14 |
| 10376_20001114_ssd_annotated.conllu   |                    6 |                 6 |                   50    |
| 7380_20000209_ssd_annotated.conllu    |                    4 |                 8 |                   66.67 |
| 158_19981101_ssd_annotated.conllu     |                    0 |                 1 |                  100    |
| 2232_20001103_ssd_annotated.conllu    |                    1 |                 8 |                   88.89 |
| 21333_20000326_d_ssd_annotated.conllu |                    3 |                 1 |                   25    |
| 19731_20000127_ssd_annotated.conllu   |                   14 |                 3 |                   17.65 |
| 12584_20001016_ssd_annotated.conllu   |                    8 |                 6 |                   42.86 |
| 14736_20000618_ssd_annotated.conllu   |                   16 |                 6 |                   27.27 |
| 43_19991102_ssd_annotated.conllu      |                    5 |                10 |                   66.67 |
| 32_20011101_ssd_annotated.conllu      |                    2 |                 2 |                   50    |
| 204_c-5_ssd_annotated.conllu          |                    9 |                10 |                   52.63 |
| t5-8_ssd_annotated.conllu             |                   12 |                 0 |                    0    |
| 6536_20001009_ssd_annotated.conllu    |                    4 |                 5 |                   55.56 |
| 82_20010602_ssd_annotated.conllu      |                    1 |                 1 |                   50    |
| 16210_20000520_ssd_annotated.conllu   |                    1 |                 6 |                   85.71 |
| d1-15_ssd_annotated.conllu            |                   14 |                 3 |                   17.65 |
| a1-7_ssd_annotated.conllu             |                    6 |                 0 |                    0    |
| 1_20020901_ssd_annotated.conllu       |                   13 |                11 |                   45.83 |
| 204_20010701_ssd_annotated.conllu     |                    1 |                 1 |                   50    |
| 35_20000202_a_ssd_annotated.conllu    |                    4 |                 8 |                   66.67 |
| dc1-13_ssd_annotated.conllu           |                    5 |                 7 |                   58.33 |
| a22-0_ssd_annotated.conllu            |                    8 |                 4 |                   33.33 |
| dc10-2_ssd_annotated.conllu           |                    7 |                 5 |                   41.67 |
| 10952_20000714_ssd_annotated.conllu   |                    4 |                 4 |                   50    |
| 73_20000201_e_ssd_annotated.conllu    |                    1 |                 2 |                   66.67 |
| c2-4_ssd_annotated.conllu             |                    6 |                 4 |                   40    |
| 23915_20001130_ssd_annotated.conllu   |                    6 |                 1 |                   14.29 |
| 13973_20000518_ssd_annotated.conllu   |                    4 |                10 |                   71.43 |
| 23_20001001_ssd_annotated.conllu      |                    7 |                 6 |                   46.15 |
| 54_20010802_ssd_annotated.conllu      |                    4 |                13 |                   76.47 |
| 10_20020501_ssd_annotated.conllu      |                   13 |                17 |                   56.67 |
| 14291_20000518_ssd_annotated.conllu   |                    5 |                 4 |                   44.44 |
| 20120_20000525_ssd_annotated.conllu   |                    3 |                13 |                   81.25 |
| 18_19990602_f_ssd_annotated.conllu    |                    2 |                 4 |                   66.67 |
| 15624_20001019_ssd_annotated.conllu   |                    2 |                14 |                   87.5  |
| 3645_20000305_ssd_annotated.conllu    |                    0 |                 8 |                  100    |
| 2921_20001105_ssd_annotated.conllu    |                    6 |                 7 |                   53.85 |
| 22163_20000527_ssd_annotated.conllu   |                    6 |                 6 |                   50    |
| n1-2_ssd_annotated.conllu             |                   11 |                 5 |                   31.25 |
| 20090_20000830_ssd_annotated.conllu   |                    7 |                 4 |                   36.36 |
| 125_19990501_ssd_annotated.conllu     |                    7 |                12 |                   63.16 |
| 18827_20000323_ssd_annotated.conllu   |                    4 |                 3 |                   42.86 |
| 121_19991202_c_ssd_annotated.conllu   |                    1 |                 2 |                   66.67 |
| 3291_20000304_ssd_annotated.conllu    |                    3 |                 2 |                   40    |
| 13507_20000918_ssd_annotated.conllu   |                    9 |                 1 |                   10    |
| dc2-2_ssd_annotated.conllu            |                    6 |                 4 |                   40    |
| 20_20010301_ssd_annotated.conllu      |                    9 |                13 |                   59.09 |
| t5-10_ssd_annotated.conllu            |                    7 |                 0 |                    0    |
| 108_20000702_ssd_annotated.conllu     |                    2 |                 2 |                   50    |
| 108_20000601_d_ssd_annotated.conllu   |                    2 |                 2 |                   50    |
| 45_20000302_ssd_annotated.conllu      |                    0 |                 6 |                  100    |
| 41_20020103_ssd_annotated.conllu      |                    4 |                 6 |                   60    |
| 113_19990501_a_ssd_annotated.conllu   |                    5 |                 9 |                   64.29 |
| 1_20000702_ssd_annotated.conllu       |                    1 |                12 |                   92.31 |
| 115_20020103_ssd_annotated.conllu     |                    3 |                 7 |                   70    |
| d2-0_ssd_annotated.conllu             |                    7 |                 7 |                   50    |
| 69_20010201_k_ssd_annotated.conllu    |                    0 |                 2 |                  100    |
| 143_20010302_ssd_annotated.conllu     |                    1 |                 3 |                   75    |
| 157_20010201_ssd_annotated.conllu     |                    9 |                 8 |                   47.06 |
| 7_20000903_ssd_annotated.conllu       |                   13 |                 8 |                   38.1  |
| 9690_20000412_ssd_annotated.conllu    |                    7 |                 6 |                   46.15 |
| c2-1_ssd_annotated.conllu             |                   10 |                 4 |                   28.57 |
| dc10-7_ssd_annotated.conllu           |                    5 |                 6 |                   54.55 |
| 23_20000201_b_ssd_annotated.conllu    |                    2 |                 0 |                    0    |
| a22-5_ssd_annotated.conllu            |                    1 |                 0 |                    0    |
| 108_19990601_ssd_annotated.conllu     |                   17 |                 6 |                   26.09 |
| 104_c-2_ssd_annotated.conllu          |                    8 |                10 |                   55.56 |
| 35_20000202_d_ssd_annotated.conllu    |                    2 |                 4 |                   66.67 |
| dc1-16_ssd_annotated.conllu           |                    4 |                 6 |                   60    |
| 102_20020202_ssd_annotated.conllu     |                    8 |                 3 |                   27.27 |
| 71_20001002_b_ssd_annotated.conllu    |                    1 |                 3 |                   75    |
| 74_19990902_ssd_annotated.conllu      |                    0 |                 1 |                  100    |
| a1-2_ssd_annotated.conllu             |                    9 |                 1 |                   10    |
| a19-0_ssd_annotated.conllu            |                    3 |                 1 |                   25    |
| 91_20010901_ssd_annotated.conllu      |                    1 |                 1 |                   50    |
| 71_19991201_e_ssd_annotated.conllu    |                    0 |                 3 |                  100    |
| d1-10_ssd_annotated.conllu            |                    8 |                 3 |                   27.27 |
| 18656_20000126_ssd_annotated.conllu   |                    2 |                 1 |                   33.33 |
| 16182_20000220_ssd_annotated.conllu   |                   11 |                 9 |                   45    |
| 76_20010602_ssd_annotated.conllu      |                    2 |                10 |                   83.33 |
| 23_20020601_ssd_annotated.conllu      |                   11 |                14 |                   56    |
| 143_20011101_ssd_annotated.conllu     |                    0 |                 3 |                  100    |
| 8504_20001212_ssd_annotated.conllu    |                    3 |                 9 |                   75    |
| 2790_20001104_ssd_annotated.conllu    |                    3 |                 2 |                   40    |
| 64_19990102_ssd_annotated.conllu      |                    0 |                 6 |                  100    |
| 20070_20000525_ssd_annotated.conllu   |                   10 |                17 |                   62.96 |
| 69_20010201_n_ssd_annotated.conllu    |                    1 |                 1 |                   50    |
| 158_20010501_ssd_annotated.conllu     |                    0 |                 1 |                  100    |
| 91_20010301_ssd_annotated.conllu      |                    6 |                 6 |                   50    |
| 22_20020301_ssd_annotated.conllu      |                    2 |                 1 |                   33.33 |
| d2-5_ssd_annotated.conllu             |                   10 |                 7 |                   41.18 |
| 21126_20000129_ssd_annotated.conllu   |                    5 |                 5 |                   50    |
| 113_19990501_d_ssd_annotated.conllu   |                    1 |                 3 |                   75    |
| 4_20010701_ssd_annotated.conllu       |                    4 |                 1 |                   20    |
| 2765_20000303_ssd_annotated.conllu    |                    2 |                 2 |                   50    |
| 29_19990802_ssd_annotated.conllu      |                    2 |                 3 |                   60    |
| 2005_20000904_ssd_annotated.conllu    |                    8 |                 4 |                   33.33 |
| 108_20000601_a_ssd_annotated.conllu   |                    7 |                 7 |                   50    |
| 7_19990701_ssd_annotated.conllu       |                    3 |                 4 |                   57.14 |
| 124_20000102_ssd_annotated.conllu     |                    6 |                 7 |                   53.85 |
| dc2-7_ssd_annotated.conllu            |                    8 |                 6 |                   42.86 |
| 21634_20000627_ssd_annotated.conllu   |                    1 |                 4 |                   80    |
| 117_20010103_ssd_annotated.conllu     |                    0 |                 4 |                  100    |
| 7453_20000209_ssd_annotated.conllu    |                    4 |                10 |                   71.43 |
| 77_20000502_ssd_annotated.conllu      |                    1 |                 2 |                   66.67 |
| 50_19981201_ssd_annotated.conllu      |                    2 |                 1 |                   33.33 |
| 7600_20001010_ssd_annotated.conllu    |                    2 |                 1 |                   33.33 |
| 79_20020301_ssd_annotated.conllu      |                    4 |                 0 |                    0    |
| 35_19991202_ssd_annotated.conllu      |                    2 |                14 |                   87.5  |
| n1-7_ssd_annotated.conllu             |                   15 |                 3 |                   16.67 |
| 35_20020501_ssd_annotated.conllu      |                    4 |                 6 |                   60    |
| 133_20000702_ssd_annotated.conllu     |                    2 |                 3 |                   60    |
| 56_20000801_e_ssd_annotated.conllu    |                    2 |                 1 |                   33.33 |
| 18_19990602_c_ssd_annotated.conllu    |                    6 |                 1 |                   14.29 |
| 156_20020502_ssd_annotated.conllu     |                    1 |                 3 |                   75    |
| 43_20001001_ssd_annotated.conllu      |                    1 |                 1 |                   50    |
| 17317_20000221_ssd_annotated.conllu   |                    3 |                 9 |                   75    |
| 66_20000802_ssd_annotated.conllu      |                    0 |                 2 |                  100    |
| 146_19991001_ssd_annotated.conllu     |                   10 |                 8 |                   44.44 |
| 2484_20000704_ssd_annotated.conllu    |                    4 |                 4 |                   50    |
| t1-2_ssd_annotated.conllu             |                   10 |                 2 |                   16.67 |
| dc1-2_ssd_annotated.conllu            |                    6 |                 7 |                   53.85 |
| 4464_20001206_ssd_annotated.conllu    |                    2 |                 3 |                   60    |
| 108_20000402_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 65_20020202_ssd_annotated.conllu      |                    1 |                 9 |                   90    |
| 18451_20000425_ssd_annotated.conllu   |                    4 |                 4 |                   50    |
| 29_20020402_ssd_annotated.conllu      |                    1 |                 1 |                   50    |
| d1-0_ssd_annotated.conllu             |                    9 |                 6 |                   40    |
| 111_C-5_ssd_annotated.conllu          |                    4 |                12 |                   75    |
| 57_20000401_f_ssd_annotated.conllu    |                    0 |                 2 |                  100    |
| 12547_20000119_ssd_annotated.conllu   |                    6 |                 1 |                   14.29 |
| c4-0_ssd_annotated.conllu             |                    9 |                 3 |                   25    |
| 101_19991102_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 20033_20000224_ssd_annotated.conllu   |                    6 |                 9 |                   60    |
| 1901_20001203_ssd_annotated.conllu    |                    7 |                 3 |                   30    |
| 97_19990602_ssd_annotated.conllu      |                    3 |                 2 |                   40    |
| 106_20000602_ssd_annotated.conllu     |                    0 |                 1 |                  100    |
| 24_19990401_ssd_annotated.conllu      |                    0 |                 3 |                  100    |
| 4_20020601_a_ssd_annotated.conllu     |                    1 |                 1 |                   50    |
| 178_20010401_b_ssd_annotated.conllu   |                    2 |                 1 |                   33.33 |
| 16686_20000221_ssd_annotated.conllu   |                    7 |                18 |                   72    |
| 155_20010302_ssd_annotated.conllu     |                    7 |                 8 |                   53.33 |
| 19004_20000725_ssd_annotated.conllu   |                    2 |                 0 |                    0    |
| 15801_20000123_ssd_annotated.conllu   |                   13 |                14 |                   51.85 |
| c1-4_ssd_annotated.conllu             |                   11 |                 0 |                    0    |
| 7291_20000112_ssd_annotated.conllu    |                    1 |                 4 |                   80    |
| 16875_20000321_ssd_annotated.conllu   |                    9 |                 4 |                   30.77 |
| 49_20001202_ssd_annotated.conllu      |                    2 |                 2 |                   50    |
| 36_20000501_ssd_annotated.conllu      |                   43 |                23 |                   34.85 |
| 26_19990701_b_ssd_annotated.conllu    |                    3 |                 1 |                   25    |
| dc3-10_ssd_annotated.conllu           |                    3 |                 7 |                   70    |
| 26_19981201_ssd_annotated.conllu      |                    3 |                 8 |                   72.73 |
| 110_20000502_ssd_annotated.conllu     |                    1 |                 1 |                   50    |
| 133_20011001_ssd_annotated.conllu     |                    6 |                10 |                   62.5  |
| 190_20011002_ssd_annotated.conllu     |                    8 |                 5 |                   38.46 |
| 43_20010702_ssd_annotated.conllu      |                    6 |                 7 |                   53.85 |
| a15-1_ssd_annotated.conllu            |                    8 |                 6 |                   42.86 |
| 17_20020801_ssd_annotated.conllu      |                    9 |                11 |                   55    |
| t4-6_ssd_annotated.conllu             |                    8 |                 2 |                   20    |
| 13026_20001117_ssd_annotated.conllu   |                    2 |                 8 |                   80    |
| 145_20000702_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 193_20010502_ssd_annotated.conllu     |                    1 |                 2 |                   66.67 |
| 67_20011001_ssd_annotated.conllu      |                    3 |                 3 |                   50    |
| 130_19991001_ssd_annotated.conllu     |                   16 |                22 |                   57.89 |
| dc10-13_ssd_annotated.conllu          |                    9 |                 6 |                   40    |
| 18701_20000922_ssd_annotated.conllu   |                    3 |                 9 |                   75    |
| 7_20010302_ssd_annotated.conllu       |                    2 |                 4 |                   66.67 |
| 9462_20000115_ssd_annotated.conllu    |                    9 |                 8 |                   47.06 |
| 12_20020402_ssd_annotated.conllu      |                    5 |                 1 |                   16.67 |
| 187_20010401_ssd_annotated.conllu     |                    9 |                 8 |                   47.06 |
| 124_20010402_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 57_20000401_c_ssd_annotated.conllu    |                    0 |                 2 |                  100    |
| 17037_20000423_ssd_annotated.conllu   |                   12 |                 8 |                   40    |
| 171_20010602_ssd_annotated.conllu     |                    2 |                 3 |                   60    |
| 76_20000902_ssd_annotated.conllu      |                   11 |                 9 |                   45    |
| d1-5_ssd_annotated.conllu             |                   10 |                 0 |                    0    |
| 49_20010601_ssd_annotated.conllu      |                    1 |                 2 |                   66.67 |
| 8551_20000114_ssd_annotated.conllu    |                    5 |                 5 |                   50    |
| dc1-7_ssd_annotated.conllu            |                    7 |                 3 |                   30    |
| 211_C-2_ssd_annotated.conllu          |                   10 |                13 |                   56.52 |
| 69_20000602_ssd_annotated.conllu      |                    3 |                12 |                   80    |
| 113_20000201_ssd_annotated.conllu     |                    2 |                13 |                   86.67 |
| dc3-9_ssd_annotated.conllu            |                    3 |                 8 |                   72.73 |
| 12221_20000215_ssd_annotated.conllu   |                    1 |                 5 |                   83.33 |
| 11177_20000817_ssd_annotated.conllu   |                    3 |                 4 |                   57.14 |
| 106_20011201_ssd_annotated.conllu     |                    1 |                 2 |                   66.67 |
| 81_20010801_ssd_annotated.conllu      |                    1 |                 1 |                   50    |
| 97_19981201_ssd_annotated.conllu      |                    2 |                 3 |                   60    |
| 3510_20000405_ssd_annotated.conllu    |                    4 |                 3 |                   42.86 |
| 24407_20000731_ssd_annotated.conllu   |                    2 |                 3 |                   60    |
| 16_20001002_c_ssd_annotated.conllu    |                    1 |                 2 |                   66.67 |
| t4-3_ssd_annotated.conllu             |                    6 |                 6 |                   50    |
| 45_20001201_ssd_annotated.conllu      |                    1 |                 8 |                   88.89 |
| n1-13_ssd_annotated.conllu            |                   10 |                 6 |                   37.5  |
| 17_20000602_e_ssd_annotated.conllu    |                    1 |                 1 |                   50    |
| 83_19990701_ssd_annotated.conllu      |                    6 |                 3 |                   33.33 |
| 34_19981202_ssd_annotated.conllu      |                    1 |                11 |                   91.67 |
| 3121_20000605_ssd_annotated.conllu    |                    2 |                 5 |                   71.43 |
| 164_20011002_ssd_annotated.conllu     |                    0 |                 3 |                  100    |
| 10080_20000914_ssd_annotated.conllu   |                    3 |                 4 |                   57.14 |
| a15-4_ssd_annotated.conllu            |                    5 |                 7 |                   58.33 |
| 20_20000201_c_ssd_annotated.conllu    |                    1 |                 4 |                   80    |
| e3-3_ssd_annotated.conllu             |                    6 |                 1 |                   14.29 |
| 13146_20000216_ssd_annotated.conllu   |                    2 |                11 |                   84.62 |
| 17472_20001022_ssd_annotated.conllu   |                    4 |                15 |                   78.95 |
| 153_20011001_ssd_annotated.conllu     |                    0 |                 1 |                  100    |
| 27_20020801_a_ssd_annotated.conllu    |                   12 |                10 |                   45.45 |
| 52_20011201_ssd_annotated.conllu      |                    9 |                12 |                   57.14 |
| 20450_20000325_ssd_annotated.conllu   |                    4 |                 9 |                   69.23 |
| 105_20020502_ssd_annotated.conllu     |                    2 |                 3 |                   60    |
| 122_20010502_ssd_annotated.conllu     |                    2 |                11 |                   84.62 |
| 5_19981201_ssd_annotated.conllu       |                    1 |                 1 |                   50    |
| c1-1_ssd_annotated.conllu             |                    9 |                 3 |                   25    |
| 17070_20000321_ssd_annotated.conllu   |                    4 |                 6 |                   60    |
| 10_20010103_ssd_annotated.conllu      |                    1 |                 2 |                   66.67 |
| 68_19991002_ssd_annotated.conllu      |                    0 |                 1 |                  100    |
| 13774_20000718_ssd_annotated.conllu   |                    4 |                 4 |                   50    |
| 76_20000302_ssd_annotated.conllu      |                    2 |                 6 |                   75    |
| 6036_20001108_ssd_annotated.conllu    |                    3 |                 4 |                   57.14 |
| 55_20010103_ssd_annotated.conllu      |                    2 |                11 |                   84.62 |
| 2_20010501_ssd_annotated.conllu       |                    2 |                 5 |                   71.43 |
| 118_19990701_ssd_annotated.conllu     |                    3 |                 1 |                   25    |
| 34_20010102_ssd_annotated.conllu      |                    1 |                 1 |                   50    |
| 20525_20000325_ssd_annotated.conllu   |                    4 |                 5 |                   55.56 |
| 125_20020301_ssd_annotated.conllu     |                    6 |                 7 |                   53.85 |
| 108_19990501_ssd_annotated.conllu     |                    5 |                 6 |                   54.55 |
| 20428_20000525_ssd_annotated.conllu   |                    1 |                12 |                   92.31 |
| 106_19991202_ssd_annotated.conllu     |                   11 |                 9 |                   45    |
| 12375_20000119_ssd_annotated.conllu   |                    8 |                13 |                   61.9  |
| 53_20010802_ssd_annotated.conllu      |                    1 |                 2 |                   66.67 |
| t6-2_ssd_annotated.conllu             |                   12 |                 0 |                    0    |
| 13853_20000918_ssd_annotated.conllu   |                   11 |                 8 |                   42.11 |
| 51_19990702_ssd_annotated.conllu      |                    1 |                 5 |                   83.33 |
| 9923_20001114_ssd_annotated.conllu    |                    9 |                 6 |                   40    |
| 6153_20001109_ssd_annotated.conllu    |                    7 |                 3 |                   30    |
| 12000_20000415_ssd_annotated.conllu   |                    6 |                 3 |                   33.33 |
| 8222_20000310_ssd_annotated.conllu    |                    8 |                 3 |                   27.27 |
| 65_20010701_ssd_annotated.conllu      |                    6 |                 5 |                   45.45 |
| 111_19981202_ssd_annotated.conllu     |                    1 |                 4 |                   80    |
| 73_20000801_ssd_annotated.conllu      |                    6 |                 9 |                   60    |
| 11714_20000314_ssd_annotated.conllu   |                    6 |                 5 |                   45.45 |
| 24822_20001030_ssd_annotated.conllu   |                    6 |                 3 |                   33.33 |
| 107_20010802_ssd_annotated.conllu     |                    0 |                 1 |                  100    |
| 80_20011202_ssd_annotated.conllu      |                    1 |                 1 |                   50    |
| 14_20011202_ssd_annotated.conllu      |                    5 |                 3 |                   37.5  |
| e1-2_ssd_annotated.conllu             |                    9 |                 3 |                   25    |
| 2543_20000203_ssd_annotated.conllu    |                    0 |                 2 |                  100    |
| 111_20010102_ssd_annotated.conllu     |                    1 |                 1 |                   50    |
| 75_20000301_ssd_annotated.conllu      |                    1 |                 5 |                   83.33 |
| 154_20010102_ssd_annotated.conllu     |                    1 |                 4 |                   80    |
| 112_20020103_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 93_20000302_ssd_annotated.conllu      |                   14 |                13 |                   48.15 |
| 19_19990602_e_ssd_annotated.conllu    |                    5 |                 1 |                   16.67 |
| 144_20010302_ssd_annotated.conllu     |                    9 |                 4 |                   30.77 |
| 11465_20000214_ssd_annotated.conllu   |                    4 |                 5 |                   55.56 |
| 13_19990302_ssd_annotated.conllu      |                    3 |                 1 |                   25    |
| 15355_20001120_ssd_annotated.conllu   |                    1 |                12 |                   92.31 |
| 17_20000102_ssd_annotated.conllu      |                   18 |                12 |                   40    |
| 44_19991102_ssd_annotated.conllu      |                    9 |                 9 |                   50    |
| 21_20000401_ssd_annotated.conllu      |                   12 |                 8 |                   40    |
| 18_20020201_ssd_annotated.conllu      |                    5 |                 3 |                   37.5  |
| 18587_20000622_ssd_annotated.conllu   |                    8 |                 1 |                   11.11 |
| r2-12_ssd_annotated.conllu            |                    1 |                 3 |                   75    |
| 127_20010401_ssd_annotated.conllu     |                    1 |                 4 |                   80    |
| 64_20000401_ssd_annotated.conllu      |                    5 |                13 |                   72.22 |
| 2938_20000303_ssd_annotated.conllu    |                    7 |                 3 |                   30    |
| d2-14_ssd_annotated.conllu            |                    9 |                 2 |                   18.18 |
| 38_19990902_b_ssd_annotated.conllu    |                    2 |                 1 |                   33.33 |
| 12746_20000615_ssd_annotated.conllu   |                    3 |                 2 |                   40    |
| dc2-12_ssd_annotated.conllu           |                    9 |                 5 |                   35.71 |
| a12-1_ssd_annotated.conllu            |                   14 |                 1 |                    6.67 |
| 15_19990202_ssd_annotated.conllu      |                   13 |                 5 |                   27.78 |
| 22_19990201_ssd_annotated.conllu      |                    6 |                15 |                   71.43 |
| 130_20010201_ssd_annotated.conllu     |                    6 |                 2 |                   25    |
| t3-6_ssd_annotated.conllu             |                    8 |                 3 |                   27.27 |
| 19377_20000323_ssd_annotated.conllu   |                    3 |                11 |                   78.57 |
| dc1-8_ssd_annotated.conllu            |                    5 |                 5 |                   50    |
| 7_19991102_ssd_annotated.conllu       |                    2 |                 7 |                   77.78 |
| 7327_20000209_ssd_annotated.conllu    |                    3 |                 5 |                   62.5  |
| 44_20000202_ssd_annotated.conllu      |                    1 |                 4 |                   80    |
| 18549_20000922_ssd_annotated.conllu   |                    5 |                 8 |                   61.54 |
| 15392_20001220_ssd_annotated.conllu   |                    6 |                 6 |                   50    |
| 30_20020801_a_ssd_annotated.conllu    |                    1 |                 5 |                   83.33 |
| dc3-6_ssd_annotated.conllu            |                    6 |                 5 |                   45.45 |
| 21758_20000627_ssd_annotated.conllu   |                    9 |                 9 |                   50    |
| 25_20010102_ssd_annotated.conllu      |                   10 |                12 |                   54.55 |
| 4633_20001207_ssd_annotated.conllu    |                    5 |                 5 |                   50    |
| 18_19990701_ssd_annotated.conllu      |                   20 |                 7 |                   25.93 |
